name,city,avg_rating,sample_comment
The Governor Hotel,Portland,3.7083333333333335,"Great business hotel I came to Portland for a quick un-planned business trip and was greeted by friendly and helpful valets. Check-in was great, they even offered to have my car waiting for me in the morning, without asking. The room was super, charming but modern. Great reception area in the lobby with free internet, double-sided fireplace and Starbuck's 30 feet away. What's not to like."
The Grove Seaside Hotel,Glen Burnie,4.0,"Good location, friendly staff, perfect for a summer break"
The Houstonian Hotel,Houston,4.640625,"The only place i'll stay in Houston. Fantastic service, incredibly friendly staff, great food and the best fitness options in the entire city. The rooms are a bit small and bathrooms are not luxurious by today's standards, but they are more than adequate and everything else about the place more than makes up for any shortcomings in that department."
The Inn @ St. Botolph,Boston,4.6,"a boutique hotel in the converted 19th-century brownstone. it's near some of boston's most prime shopping spots, and therefore is popular with tourists who aren't going to do the freedom trail. read more"
The Inn At Bella Vista,Bella Vista,4.775,It was very pleasant. Definitely going back
The Inn On Negley,Pittsburgh,5.0,Editorial Review by Christy Buena Guests stay in Victorian rooms combining the charm of a bed and breakfast in a luxury hotel setting.
The Jayakarta Bali,Arvada,3.3035714285714284,"A great hotel position close to everything .pool areas are great, Breakfast average . Rooms in big need of an upgrade,stale smell. Old bedding pillows etc You pay for what you get .if you are spending minimum time in your room and want to be close to everything its Ideal"
The Kingsport Inn,Kennebunkport,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
The Kinney - Venice Beach,Marina Del Rey,4.104166666666667,"Stayed for a week for work, the hotel is functional. Pricey, but that is the area. The staff were great and everything felt clean and safe. Don't get excited about the pool - do go to the beach!"
The Lake Point Conference Center,Russellville,4.1,"We attended the Arkansas Audubon Society fall meeting. Our room was on the second floor in the Oak Lodge, a smaller version of the Hickory Lodge. The room was a standard two-bed room. The thermostats may have been updated, as we had temperature control for our room and apparently no other. Beds were comfortable, linen supply was full. The only... More"
The Litchfield Inn,Pawleys Island,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
The Merritt Center and Lodge,Payson,5.0,The Merritt Center is frequently used by groups as a retreat center. Its peace and rustic charms contribute to this. It can also serve as a personal retreat by those who can use some personal peace. Ten acres of woods desert hill trails. Wonderful!
The Miner's Inn Motel Restaurant,Viburnum,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
The National Conference Center,Leesburg,3.306122448979592,"This facility is absolutely disgusting. The health department should be sent out for random checks of the food facilities if they aren't already. The place smells - shower curtains are torn, mold in many areas - the worst of course being the showers. It needs to be shut down and gutted. Absolutely a disaster."
The Parkview Memphis,Memphis,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
The Point,Saranac Lake,4.75,I have written about The Point previously but wanted to validate another fantastic time here. We celebrated our 20th anniversary at The Point this past week. GM Cameron Karger and team outdid themselves again and again and again. We will be back again and again and again.
"The Ritz-carlton Orlando, Grande Lakes",Orlando,,No Brazillian!!! not sure why but this spa does not offer a brazillian wax. VERY inconvenient. maybe it's a geography thing-i don't know but i find it odd. so just make sure to make time for your wax prior to checking into this hotel! (
The Savoy Hotel,Miami Beach,4.362745098039215,The Savoy is an older hotel that has been well maintained. Walking distance to the fun yet quiet an peaceful at night.
The Westin Buckhead,Atlanta,4.188679245283019,Service was great. You were Wedding Central for a large family and it looked to me like every one had a comfortable stay!
The Westin Europa and Regina,Cave Spring,4.236363636363636,"The location of this hotel is amazing, and the staff is very friendly, they allowed us an early check in and gave us a free room upgrade without even asking for one. They also held our luggage on the check out day until later that afternoon."
The White House Inn,Pierce,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Thunderbird Executive Inn and Conference Center,Glendale,3.0,"This is the old address for Thunderbird. The new one is:Thunderbird School of Global Management1 Global PlaceGlendale, AZ 85306-6000 USASee their website:http://www.thunderbird.edu/about_thunderbird/contact_us.htm"
Tidewater Inn,West Yarmouth,3.3777777777777778,"We usually stay here when we come up in the winter and find it generally clean, comfortable and convenient. Hotel amenities are good although we miss not having the coffee shop open."
Tiffany House Bed & Breakfast,Redding,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Tmc Resort Rentals,Montgomery,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Torian Plum By Wyndham Vacation Rentals,Steamboat Springs,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Town Country Motel,Osage Beach,3.9473684210526314,Happy to visit again and learn that many of the rooms are newly refurbished. The hosts are still the friendly and helpful people they were the first time we visited this motel. Really great location with pet-friendly accommodations. Will definitely return again for another stay.
Towneplace Suites,Bowie,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Towneplace Suites Albany University Area,Albany,3.975609756097561,"A clean newer room with all the usual amenities. No king beds were available and room would be quite tight with a king anyway. Exterior door didn't work with swipe card in PM and again in AM. After reporting it,it worked later that day. All in all, a good stay."
Townplace Suites By Marriott,Elko,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Travelodge,Oswego,1.0,Will know a little more in the am
Travelodge Anaheim Convention Center,Anaheim,2.858156028368794,a nightmare for the most part
Travelodge Ruther Glen,Ruther Glen,2.9,Forced to stay here when my transmission went out at this exit. The place was in major disrepair. The hallways were smoky. The carpet was coming up. The paint was peeling off the walls. The bed was comfortable. The air conditioner turned off and on when the remote for the tv was used to turn the tv off and on.
Travelodge Shakopee,Shakopee,2.0,I had stayed in this Travelodge last week and this was the second time I stayed here. This time it was much better experience. Wi-Fi worked great and my room flat screen TV had the best picture I had seen so far in my motel stays. I love to eat waffles they serve in breakfast. I was much satisfied with... More
Triangle Motel,Alma,3.0,Nice clean rooms. Not exactly a Five star hotel but the staff is exelente and probebly the best place to stay in the area. Managment was willing to bargain on rates for extended stay. Exelent for the money.
Truckee Tahoe Htl Larkspur,Larkspur,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
